season,scoring,draft_position,delta,method,objective,adp_aware_objective,optimal_gap,optimal_gap_pct,adp_cost,status,adp_aware_status
2026,yahoo,1,-10.0,Opportunity Cost Greedy,7646.299999999999,7775.400000000001,129.10000000000127,0.01660364740077697,,OPTIMAL,OPTIMAL
2026,yahoo,1,-9.0,Opportunity Cost Greedy,7646.299999999999,7775.400000000001,129.10000000000127,0.01660364740077697,,OPTIMAL,OPTIMAL
2026,yahoo,1,-8.0,Opportunity Cost Greedy,7704.7,7775.400000000001,70.70000000000073,0.00909277979267957,,OPTIMAL,OPTIMAL
2026,yahoo,1,-7.0,Opportunity Cost Greedy,7702.1,7775.900000000001,73.80000000000018,0.009490862794017436,,OPTIMAL,OPTIMAL
2026,yahoo,1,-6.0,Opportunity Cost Greedy,7636.1,7775.900000000001,139.80000000000018,0.01797862626834195,,OPTIMAL,OPTIMAL
2026,yahoo,1,-5.0,Opportunity Cost Greedy,7780.9,7802.3,21.400000000000546,0.002742780974840822,,OPTIMAL,OPTIMAL
2026,yahoo,1,-4.0,Opportunity Cost Greedy,7736.6,7802.3,65.69999999999982,0.008420593927431632,,OPTIMAL,OPTIMAL
2026,yahoo,1,-3.0,Opportunity Cost Greedy,7749.7,7819.9,70.19999999999982,0.008977096893822149,,OPTIMAL,OPTIMAL
2026,yahoo,1,-2.0,Opportunity Cost Greedy,7759.7,7888.2,128.5,0.016290154914936236,,OPTIMAL,OPTIMAL
2026,yahoo,1,-1.0,Opportunity Cost Greedy,7788.2,7921.400000000001,133.20000000000073,0.016815209432676132,,OPTIMAL,OPTIMAL
2026,yahoo,1,0.0,Opportunity Cost Greedy,7824.0,7930.300000000001,106.30000000000109,0.01340428483159541,,OPTIMAL,OPTIMAL
2026,yahoo,1,1.0,Opportunity Cost Greedy,7832.5,7930.300000000001,97.80000000000109,0.012332446439605195,,OPTIMAL,OPTIMAL
2026,yahoo,1,2.0,Opportunity Cost Greedy,7904.1,7961.800000000001,57.70000000000073,0.007247104926021844,,OPTIMAL,OPTIMAL
2026,yahoo,1,3.0,Opportunity Cost Greedy,7896.5,8007.300000000001,110.80000000000109,0.013837373396775576,,OPTIMAL,OPTIMAL
2026,yahoo,1,4.0,Opportunity Cost Greedy,7872.0,8007.300000000001,135.3000000000011,0.016897081413210578,,OPTIMAL,OPTIMAL
2026,yahoo,1,5.0,Opportunity Cost Greedy,7898.0,8007.300000000001,109.30000000000109,0.013650044334544862,,OPTIMAL,OPTIMAL
2026,yahoo,1,6.0,Opportunity Cost Greedy,7888.1,8025.300000000001,137.20000000000073,0.01709593410838233,,OPTIMAL,OPTIMAL
2026,yahoo,1,7.0,Opportunity Cost Greedy,7843.6,8025.300000000001,181.70000000000073,0.022640898159570447,,OPTIMAL,OPTIMAL
2026,yahoo,1,8.0,Opportunity Cost Greedy,7893.6,8051.800000000001,158.20000000000073,0.019647780620482464,,OPTIMAL,OPTIMAL
2026,yahoo,1,9.0,Opportunity Cost Greedy,7961.200000000001,8051.800000000001,90.60000000000036,0.011252142378101834,,OPTIMAL,OPTIMAL
2026,yahoo,1,10.0,Opportunity Cost Greedy,7937.4,8054.800000000001,117.40000000000146,0.014575160152952456,,OPTIMAL,OPTIMAL
2026,yahoo,2,-10.0,Opportunity Cost Greedy,7646.299999999999,7775.400000000001,129.10000000000127,0.01660364740077697,,OPTIMAL,OPTIMAL
2026,yahoo,2,-9.0,Opportunity Cost Greedy,7704.7,7775.400000000001,70.70000000000073,0.00909277979267957,,OPTIMAL,OPTIMAL
2026,yahoo,2,-8.0,Opportunity Cost Greedy,7704.7,7775.900000000001,71.20000000000073,0.009156496354119874,,OPTIMAL,OPTIMAL
2026,yahoo,2,-7.0,Opportunity Cost Greedy,7636.1,7775.900000000001,139.80000000000018,0.01797862626834195,,OPTIMAL,OPTIMAL
2026,yahoo,2,-6.0,Opportunity Cost Greedy,7640.5,7775.900000000001,135.40000000000055,0.017412775370053698,,OPTIMAL,OPTIMAL
2026,yahoo,2,-5.0,Opportunity Cost Greedy,7643.1,7775.900000000001,132.80000000000018,0.017078408930156018,,OPTIMAL,OPTIMAL
2026,yahoo,2,-4.0,Opportunity Cost Greedy,7797.9,7819.9,22.0,0.0028133352088901393,,OPTIMAL,OPTIMAL
2026,yahoo,2,-3.0,Opportunity Cost Greedy,7720.0,7875.9,155.89999999999964,0.01979456316103552,,OPTIMAL,OPTIMAL
2026,yahoo,2,-2.0,Opportunity Cost Greedy,7711.7,7892.9,181.19999999999982,0.02295734140810093,,OPTIMAL,OPTIMAL
2026,yahoo,2,-1.0,Opportunity Cost Greedy,7772.099999999999,7914.1,142.0000000000009,0.017942659304279816,,OPTIMAL,OPTIMAL
2026,yahoo,2,0.0,Opportunity Cost Greedy,7824.0,7921.400000000001,97.40000000000055,0.012295806296866784,,OPTIMAL,OPTIMAL
2026,yahoo,2,1.0,Opportunity Cost Greedy,7895.6,7961.800000000001,66.20000000000073,0.008314702705418463,,OPTIMAL,OPTIMAL
2026,yahoo,2,2.0,Opportunity Cost Greedy,7935.1,7992.300000000001,57.20000000000073,0.007156888505186332,,OPTIMAL,OPTIMAL
2026,yahoo,2,3.0,Opportunity Cost Greedy,7936.6,7992.300000000001,55.70000000000073,0.006969207862567811,,OPTIMAL,OPTIMAL
2026,yahoo,2,4.0,Opportunity Cost Greedy,7850.0,8007.300000000001,157.3000000000011,0.019644574325927724,,OPTIMAL,OPTIMAL
2026,yahoo,2,5.0,Opportunity Cost Greedy,7837.1,8025.300000000001,188.20000000000073,0.023450836728845115,,OPTIMAL,OPTIMAL
2026,yahoo,2,6.0,Opportunity Cost Greedy,7843.6,8025.300000000001,181.70000000000073,0.022640898159570447,,OPTIMAL,OPTIMAL
2026,yahoo,2,7.0,Opportunity Cost Greedy,7829.5,8051.800000000001,222.3000000000011,0.02760873345090552,,OPTIMAL,OPTIMAL
2026,yahoo,2,8.0,Opportunity Cost Greedy,7893.6,8051.800000000001,158.20000000000073,0.019647780620482464,,OPTIMAL,OPTIMAL
